Star ID,V (mag),B-V color (mag),Parallax (milliarcsec),Parallax Uncertainty (milliarcsec)
4245.00,3.57,0.49,128.8,29.0
4245.20,8.38,0.63,24.9,111.0
4246.00,4.70,0.06,22.0,127.0
4247.00,9.85,0.86,13.2,94.0
4247.01,14.57,0.24,34.9,38.0
4248.00,8.31,0.62,16.2,111.0
4249.00,8.44,0.67,14.4,106.0
4250.00,5.66,1.06,8.5,127.0
4251.00,5.39,0.96,12.7,149.0
4252.00,5.34,0.16,21.3,127.0
4254.00,8.05,1.10,52.0,75.0
4255.00,5.16,0.08,18.5,127.0
4256.00,6.82,0.84,78.2,92.0
4257.00,5.14,0.00,14.6,149.0
4258.00,4.82,1.19,19.5,100.0
4260.00,6.50,0.79,27.9,84.0
4262.02,17.02,1.99,10.4,9.0
4266.00,10.02,1.28,43.1,38.0
4267.00,12.19,1.29,38.4,106.0
4267.01,15.50,0.49,66.8,56.0
4268.00,8.03,0.52,19.2,125.0
4269.00,10.55,0.64,23.3,110.0
4270.00,7.07,1.01,9.8,133.0
4271.00,5.48,-0.10,8.2,98.0
4272.00,8.89,1.12,48.8,63.0
4273.00,10.23,0.62,40.3,150.0
4274.00,5.14,0.92,9.1,98.0
4274.01,16.45,0.26,17.9,48.0
4275.00,3.85,1.33,16.5,22.0
4275.01,13.70,1.36,4.2,92.0
4276.00,4.77,0.61,9.9,84.0
4278.00,7.44,0.69,45.4,106.0
4278.01,5.61,1.00,6.3,55.0
4279.00,6.21,0.53,18.8,152.0
4280.00,4.01,1.14,33.5,137.0
4280.01,8.19,1.24,63.8,43.0
4282.00,5.36,1.09,3.3,72.0
4283.00,5.39,0.37,31.0,83.0
4284.00,5.45,0.37,30.4,93.0
4285.00,9.86,1.42,66.9,20.0
4285.01,6.39,0.60,21.5,150.0
4286.00,8.00,1.77,18.6,133.0
4287.00,5.37,1.68,2.6,88.0
4288.00,8.30,0.83,15.1,96.0
4289.01,5.86,0.68,71.6,120.0
4290.00,5.42,-0.10,5.1,84.0
4291.00,9.28,1.18,32.0,133.0
4292.00,6.49,0.55,28.8,48.0
4293.00,0.03,0.00,129.7,16.0
4294.00,6.40,1.32,5.4,75.0
4295.00,9.32,0.66,41.0,111.0
4296.00,8.42,0.70,41.6,70.0
4297.00,8.07,0.56,14.1,87.0
4297.01,15.15,1.60,6.6,74.0
4298.00,5.64,1.18,12.2,160.0
4299.00,11.50,1.55,64.7,86.0
4300.00,8.34,0.82,43.4,94.0
4301.00,10.63,1.50,53.8,70.0
4302.00,4.79,0.20,33.2,173.0
4304.00,6.06,0.28,8.3,72.0
4305.00,9.32,0.69,52.5,150.0
4307.00,7.59,0.62,36.2,174.0
4308.00,12.21,1.41,35.3,27.0
4311.00,4.72,0.35,22.3,59.0
4313.00,5.13,0.09,22.1,127.0
4313.01,12.21,1.69,120.9,72.0
4314.00,8.54,0.92,31.5,99.0
4316.00,5.43,0.87,9.4,137.0
4317.00,4.90,1.12,13.8,65.0
4317.05,14.92,0.14,40.2,34.0
4318.00,7.73,0.62,8.2,75.0
4320.00,5.02,-0.06,3.1,98.0
4321.00,5.70,0.34,24.9,84.0
4322.00,6.31,0.40,20.8,72.0
4324.00,8.70,0.65,53.8,150.0
4325.00,5.24,0.78,21.7,117.0
4326.00,5.00,0.16,17.4,36.0
4327.00,4.36,0.19,27.2,65.0
4328.00,4.19,0.46,50.5,60.0
4329.00,7.54,0.84,50.1,150.0
4330.00,8.90,1.52,285.2,25.0
4332.00,4.22,1.10,20.3,61.0
4333.00,4.83,1.20,22.6,73.0
4334.00,5.20,1.47,1.0,86.0
4334.01,8.81,1.29,74.1,59.0
4336.00,4.36,0.13,31.1,66.0
4337.01,8.74,0.82,27.2,101.0
4337.02,13.55,1.56,35.0,44.0
4337.03,15.11,1.85,49.2,13.0
4338.00,10.45,1.75,345.2,81.0
4339.00,5.24,1.41,42.9,161.0
4340.00,7.97,1.07,64.0,56.0
4342.01,14.20,0.23,35.5,59.0
4343.00,12.14,1.47,31.1,106.0
4345.00,9.22,1.28,62.2,64.0
4346.00,5.17,0.94,12.2,127.0
4348.00,10.72,1.43,60.2,66.0
4349.00,5.54,1.63,7.5,127.0
4349.01,15.77,1.73,37.7,49.0
4350.01,13.73,1.39,12.8,31.0
4352.00,5.25,0.08,17.3,84.0
4354.00,4.44,0.71,9.0,117.0
4355.00,12.70,1.53,74.7,118.0
4356.00,10.10,1.57,73.8,48.0
4356.01,13.09,1.12,10.7,30.0
4357.00,10.74,1.27,6.3,120.0
4360.00,5.48,-0.07,6.1,111.0
4361.00,4.83,1.41,27.3,137.0
4362.00,8.47,0.65,16.3,97.0
4363.00,5.27,0.92,18.8,98.0
4364.00,10.04,1.15,42.3,101.0
4365.00,8.11,0.88,35.1,97.0
4365.01,2.02,-0.22,8.1,150.0
4366.00,9.04,0.58,18.2,92.0
4367.00,4.99,1.33,40.0,149.0
4368.00,5.36,1.00,7.9,117.0
4369.00,8.96,1.41,71.4,80.0
4369.00,9.45,1.42,71.4,80.0
4371.00,5.51,0.84,40.2,48.0
4373.00,5.35,0.05,6.0,78.0
4374.00,4.66,1.19,3.9,57.0
4375.00,5.14,1.37,16.5,117.0
4377.10,9.44,1.36,61.5,76.0
4377.10,9.37,1.37,61.5,76.0
4378.00,4.59,0.78,11.9,105.0
4378.00,4.59,0.78,11.9,105.0
4380.00,10.10,1.53,85.3,27.0
4380.10,5.57,1.04,12.5,72.0
4381.00,7.46,0.76,31.8,90.0
4382.00,4.92,0.90,23.4,72.0
4383.00,8.05,0.90,68.2,178.0
4386.00,8.61,0.70,38.6,150.0
4387.00,4.62,0.17,28.2,52.0
4388.10,11.20,1.49,83.6,78.0
4389.00,8.18,0.94,41.0,73.0
4390.00,5.69,1.09,3.7,125.0
4391.00,4.83,1.08,17.5,17.0
4393.00,3.51,1.18,9.2,110.0
4394.00,4.87,0.41,29.5,127.0
4395.00,5.77,0.43,16.5,125.0
4396.00,4.04,1.59,0.3,89.0
4397.00,7.60,0.60,22.4,106.0
4398.00,9.22,1.45,92.8,68.0
4399.00,5.22,0.59,62.8,34.0
4399.00,5.34,0.59,62.8,34.0
4400.01,14.62,0.16,30.5,44.0
4401.01,10.44,1.39,22.6,54.0
4403.00,5.23,0.53,37.2,111.0
4404.00,6.78,0.59,40.7,68.0
4405.00,5.66,1.15,20.0,84.0
4407.00,3.24,-0.05,16.0,65.0
4408.00,4.82,1.15,12.3,89.0
4412.00,4.75,-0.02,27.3,161.0
4413.10,7.07,1.04,7.4,98.0
4414.00,4.02,1.09,17.7,67.0
4415.00,2.60,0.08,23.3,84.0
4415.00,3.20,0.08,23.3,84.0
4416.00,10.08,0.70,4.9,85.0
4418.00,5.69,-0.08,7.6,84.0
4419.00,8.43,0.73,54.0,150.0
4420.00,8.38,0.73,9.0,163.0
4421.00,14.71,1.56,52.4,38.0
4422.00,9.64,0.62,7.7,91.0
4423.00,5.16,0.53,19.9,173.0
4425.00,5.01,0.19,32.9,72.0
4426.00,3.77,1.01,43.2,137.0
4427.00,5.33,0.91,28.5,127.0
4430.00,5.42,1.12,0.5,110.0
4431.00,4.93,0.52,53.4,86.0
4433.00,6.16,0.72,61.4,92.0
4434.00,10.70,1.21,29.3,60.0
4435.00,3.32,1.19,43.0,127.0
4436.00,2.99,0.01,39.2,96.0
4437.00,8.55,0.81,57.0,150.0
4438.00,3.44,-0.09,29.1,65.0
4439.00,7.26,0.56,10.4,101.0
4440.00,13.20,0.04,77.0,23.0
4441.00,5.56,1.54,17.2,106.0
4441.01,7.22,1.03,20.0,49.0
4442.00,4.59,1.09,11.2,137.0
4443.00,9.22,1.08,26.9,75.0
4443.10,5.09,-0.07,15.6,98.0
4444.00,9.54,0.63,31.3,83.0
4444.01,13.88,1.67,43.7,141.0
4445.00,9.10,0.67,9.1,150.0
4448.00,5.38,-0.01,21.2,84.0
4449.00,5.55,0.29,23.2,60.0
4450.00,4.11,0.04,34.9,137.0
4451.00,10.76,1.60,112.8,41.0
4452.00,7.25,0.92,8.8,160.0
4453.00,7.40,1.04,9.2,150.0
4454.00,6.50,1.36,5.4,73.0
4455.00,4.11,1.20,13.8,117.0
4456.00,6.07,0.70,59.3,82.0
4457.00,9.36,1.32,48.6,74.0
4458.00,5.23,0.34,14.8,69.0
4459.00,11.25,1.70,122.3,25.0
4459.00,11.86,1.70,122.3,25.0
4460.00,12.03,1.52,46.8,106.0
4460.10,6.23,0.40,9.7,111.0
4461.00,8.21,0.63,20.8,91.0
4462.00,2.89,0.35,20.0,92.0
4463.00,5.22,0.35,30.7,86.0
4464.00,6.48,0.52,21.4,89.0
4465.00,11.31,1.45,54.0,110.0
4465.01,15.19,1.91,57.8,33.0
4466.00,9.42,1.24,29.5,61.0
4466.10,6.74,0.63,24.7,111.0
4466.11,13.55,1.89,93.6,28.0
4467.00,5.81,1.09,3.2,72.0
4472.00,11.08,1.52,99.8,24.0
4473.00,5.92,0.90,20.7,137.0
4474.00,7.57,0.76,12.9,33.0
4475.00,7.94,0.76,19.3,163.0
4476.00,6.73,-0.01,6.4,65.0
4477.00,9.14,0.53,14.2,73.0
4478.00,5.15,-0.07,4.4,98.0
4478.11,12.01,1.56,58.3,29.0
4479.00,5.40,1.35,8.0,127.0
4481.00,4.85,0.56,3.2,161.0
4481.00,4.85,0.56,3.2,161.0
4482.00,9.36,1.42,69.8,97.0
4482.00,10.12,1.42,69.8,97.0
4482.01,10.38,1.06,29.1,120.0
4482.02,6.25,0.54,26.8,94.0
4483.00,6.57,0.65,42.2,40.0
4484.00,5.12,1.01,10.5,98.0
4484.10,10.20,1.19,44.9,75.0
4484.11,14.25,0.74,28.6,52.0
4485.00,7.04,0.79,39.8,89.0
4487.00,9.72,1.33,31.6,57.0
4488.00,7.93,0.97,11.2,137.0
4488.01,9.72,1.10,46.3,143.0
4489.00,5.59,0.08,14.9,70.0
4490.00,4.96,1.02,4.6,127.0
4492.00,5.63,-0.02,18.1,98.0
4492.00,6.57,0.01,18.1,98.0
4493.00,4.99,1.16,23.7,84.0
4494.00,9.11,1.50,171.2,7.0
4495.00,3.07,1.00,28.0,89.0
4497.00,5.13,0.31,47.3,84.0
4498.00,4.36,1.26,10.6,61.0
4501.00,5.28,0.20,10.0,84.0
4502.01,14.12,1.02,10.9,37.0
4503.00,6.06,1.43,38.8,137.0
4505.00,12.23,1.70,175.2,101.0
4506.00,5.10,1.15,3.5,82.0
4509.00,8.34,0.68,26.1,72.0
4510.00,6.41,1.05,9.1,84.0
4511.00,6.00,0.44,16.3,168.0
4512.00,10.31,1.34,21.5,83.0
4513.00,3.77,0.96,22.1,57.0
4514.00,5.05,0.02,17.7,149.0
4515.00,5.53,0.26,1.8,98.0
4516.00,10.72,0.50,6.9,81.0
4517.00,6.02,0.08,0.6,98.0
4518.00,10.51,0.90,25.2,78.0
4519.00,5.01,0.92,28.3,72.0
4519.10,12.12,1.63,99.2,25.0
4520.00,8.41,1.04,38.8,150.0
4522.00,5.49,-0.04,5.9,98.0
4523.01,14.58,0.44,85.5,34.0
4524.00,8.60,0.83,29.6,15.0
4525.00,3.93,0.22,40.2,86.0
4527.00,6.31,1.12,1.4,125.0
4528.00,4.29,0.34,28.4,137.0
4528.10,6.31,0.68,40.7,98.0
4529.00,7.85,0.59,19.8,92.0
4530.00,9.65,0.48,19.2,69.0
4531.00,9.89,1.60,1.5,149.0
4531.01,13.01,0.06,50.5,55.0
4531.02,12.31,1.71,92.9,25.0
4531.03,13.42,1.71,100.1,35.0
4533.00,4.45,1.25,12.1,64.0
4535.00,11.54,1.41,44.4,39.0
4537.00,10.89,1.41,56.7,150.0
4537.01,15.37,1.82,47.3,41.0
4538.00,5.03,0.23,33.7,173.0
4539.00,6.37,0.81,56.6,60.0
4540.00,4.59,0.02,17.9,82.0
4541.00,5.16,0.77,63.6,40.0
4542.00,3.36,0.32,72.5,51.0
4545.00,6.19,0.51,26.9,107.0
4548.00,5.74,0.47,31.5,84.0
4550.00,7.06,0.30,3.0,19.0
4551.00,5.71,0.22,11.9,137.0
4552.00,7.46,0.60,15.9,222.0
4553.11,9.20,1.10,20.6,82.0
4554.00,8.01,0.93,45.3,67.0
4555.00,5.52,1.12,43.9,127.0
4556.00,6.61,1.10,12.3,84.0
4557.00,4.44,1.50,10.9,92.0
4557.01,13.67,1.37,30.9,37.0
4558.00,5.81,1.03,4.6,98.0
4559.00,8.22,0.52,4.2,84.0
4560.00,5.03,1.75,29.0,86.0
4562.00,6.96,0.71,48.3,98.0
4562.10,7.29,0.64,41.8,84.0
4564.00,12.17,1.48,60.3,149.0
4566.00,7.15,0.68,30.6,92.0
4566.01,7.57,0.93,63.5,99.0
4567.00,3.08,1.13,12.9,43.0
4569.00,8.41,0.82,33.2,150.0
4569.01,15.36,1.94,90.3,51.0
4570.00,3.79,0.14,1.2,89.0
4571.00,6.25,-0.04,3.0,150.0
4572.00,10.21,0.50,7.8,113.0
4573.00,10.43,1.45,45.7,40.0
4575.00,9.40,0.70,24.0,127.0
4575.01,6.30,1.69,13.7,60.0
4575.02,12.49,1.04,4.4,36.0
4576.00,7.28,0.32,2.0,70.0
4577.00,8.04,0.47,5.3,84.0
4579.00,4.45,1.17,30.5,18.0
4581.00,6.59,0.87,49.3,50.0
4583.00,9.36,1.39,83.7,33.0
4584.00,5.12,1.13,8.0,62.0
4585.00,6.61,0.59,31.4,36.0
4586.00,5.65,0.19,16.8,127.0
4586.01,5.00,-0.09,15.9,111.0
4586.02,10.38,1.46,28.2,106.0
4587.00,9.15,0.12,12.6,104.0
4588.00,8.83,0.67,18.0,106.0
4589.01,10.02,0.96,5.7,16.0
4592.00,5.38,0.55,18.9,72.0
4593.00,7.57,0.68,15.6,74.0
4595.00,8.58,1.01,51.7,72.0
4596.00,5.64,1.26,8.6,127.0
4599.00,4.36,-0.08,2.9,178.0
4600.00,5.73,0.48,35.2,98.0
4603.00,5.47,0.50,45.0,137.0
4606.00,5.46,0.43,24.4,60.0
4606.01,12.20,1.63,72.1,73.0
4607.00,4.68,0.79,174.3,9.0
4609.01,12.97,0.17,55.7,29.0
4609.02,6.70,0.58,21.3,120.0
4610.00,5.17,0.93,18.0,72.0
4611.00,4.48,0.38,55.1,42.0
4613.00,7.48,0.71,39.8,150.0
4613.01,13.58,-0.12,28.7,24.0
4615.00,6.20,1.13,35.5,117.0
4615.01,15.66,1.73,33.3,30.0
4616.00,6.47,0.99,5.6,98.0
4618.00,4.69,0.97,5.8,92.0
4620.00,5.67,0.11,15.3,84.0
4621.00,10.01,1.34,33.2,110.0
4622.10,5.40,-0.08,18.1,84.0
4623.00,5.82,0.44,35.8,84.0
4624.00,4.37,1.05,10.0,57.0
4625.00,5.06,0.33,37.8,117.0
4625.01,12.88,1.58,43.0,26.0
4626.01,13.85,1.46,31.0,37.0
4627.00,5.06,0.40,18.9,60.0
4628.00,8.63,0.70,8.4,150.0
4629.00,5.27,0.57,2.1,72.0
4629.00,5.27,0.57,2.1,72.0
4630.00,5.49,0.46,43.6,149.0
4631.00,5.41,0.22,31.5,108.0
4631.12,6.23,0.18,6.4,50.0
4632.01,10.00,1.26,30.8,89.0
4632.02,14.52,-0.08,20.3,28.0
4633.00,6.86,0.57,37.7,98.0
4634.00,5.96,0.64,46.6,12.0
4636.01,13.84,0.70,5.8,54.0
4637.00,5.49,0.93,22.5,84.0
4639.00,5.84,1.57,11.5,79.0
4640.00,4.86,0.93,23.8,173.0
4640.01,10.94,1.48,45.4,60.0
4641.00,4.89,0.95,18.1,139.0
4641.01,10.40,0.00,7.8,75.0
4643.00,5.91,0.18,25.4,70.0
4643.01,13.99,-0.03,23.7,27.0
4644.00,6.22,0.56,45.7,84.0
4645.00,2.72,1.52,13.4,65.0
4646.00,12.32,1.71,94.7,44.0
4646.00,12.91,1.72,94.7,44.0
4647.00,2.87,-0.03,26.9,70.0
4648.00,7.68,0.99,44.9,49.0
4648.00,8.35,0.99,44.9,49.0
4649.01,14.31,1.51,21.7,27.0
4650.00,8.08,0.88,44.3,86.0
4651.00,5.42,0.08,11.5,149.0
4652.00,10.15,1.48,73.8,19.0
4653.00,6.80,0.59,27.3,72.0
4654.00,4.99,0.47,45.0,28.0
4655.00,11.95,1.46,31.6,150.0
4658.00,3.82,1.41,0.3,89.0
4658.00,3.82,1.41,0.3,89.0
4659.00,6.88,0.63,25.2,84.0
4660.00,5.00,0.10,6.9,37.0
4660.00,5.00,0.10,6.9,37.0
4661.00,6.53,0.44,19.4,78.0
4662.00,6.91,0.60,26.3,98.0
4664.00,5.33,-0.06,19.1,137.0
4664.01,9.96,1.06,32.7,83.0
4665.00,0.77,0.22,197.9,22.0
4669.01,12.40,1.62,58.8,34.0
4670.00,5.11,0.55,46.1,116.0
4671.00,5.92,0.98,19.5,137.0
4673.00,4.23,1.82,8.8,135.0
4674.00,12.53,1.54,39.6,85.0
4674.01,10.70,0.74,2.0,13.0
4676.00,6.06,1.70,2.7,84.0
4678.00,6.13,0.65,23.3,154.0
4679.00,3.90,0.89,6.1,69.0
4681.00,7.06,0.30,26.9,125.0
4681.00,7.06,0.30,26.9,125.0
4682.00,5.57,0.71,5.3,72.0
4682.01,13.70,1.36,16.5,39.0
4683.00,10.12,0.42,23.9,150.0
4684.00,5.03,1.28,12.6,84.0
4685.00,5.65,0.20,2.2,84.0
4685.01,12.83,1.64,84.1,24.0
4685.02,15.13,0.01,26.3,32.0
4686.00,6.18,1.02,73.5,92.0
4687.00,4.13,1.08,33.9,161.0
4688.00,5.75,0.23,30.5,127.0
4689.00,3.83,0.89,12.9,69.0
4691.00,8.82,0.64,12.1,150.0
4692.00,5.26,-0.01,20.9,149.0
4693.00,5.62,-0.07,8.8,141.0
4694.00,3.96,-0.03,14.8,127.0
4696.00,4.58,-0.06,6.8,82.0
4697.00,8.77,0.91,27.5,85.0
4698.00,5.71,-0.08,7.7,106.0
4699.00,4.71,1.05,21.8,72.0
4700.00,7.56,0.78,16.8,80.0
4701.00,4.70,0.75,43.1,106.0
4702.00,9.40,0.99,40.7,150.0
4704.00,5.52,-0.02,11.9,72.0
4705.00,3.71,0.86,73.7,48.0
4705.01,8.82,0.61,22.6,12.0
4706.00,5.76,1.04,34.7,108.0
4706.01,13.41,1.90,220.2,10.0
4707.00,4.52,1.46,12.5,149.0
4708.01,12.89,1.53,34.1,26.0
4709.00,13.71,0.30,87.8,29.0
4710.00,5.36,0.67,6.8,68.0
4711.00,5.28,-0.01,20.4,84.0
4712.00,7.43,0.79,24.0,48.0
4713.00,9.30,1.33,46.6,66.0
4713.01,14.41,1.40,14.7,29.0
4714.00,5.31,1.22,22.8,137.0
4715.00,5.02,0.05,26.7,97.0
4716.00,3.89,1.02,11.3,70.0
4718.00,4.83,0.90,13.0,137.0
4719.00,4.92,0.12,1.5,98.0
4722.00,7.90,0.80,46.4,73.0
4722.01,11.98,1.59,63.4,38.0
4724.00,8.47,1.28,14.6,151.0
4725.00,5.13,1.53,3.3,137.0
4726.00,5.30,0.17,31.2,127.0
4727.00,5.81,0.28,16.3,186.0
4729.00,5.66,0.49,48.3,106.0
4730.00,4.96,1.59,3.8,84.0
4731.00,3.47,1.57,11.6,74.0
4733.00,5.88,0.58,39.8,79.0
4734.00,11.36,1.49,74.7,89.0
4734.10,5.49,-0.06,35.8,98.0
4734.20,5.66,0.33,17.6,98.0
4734.30,8.66,1.12,47.8,150.0
4736.00,7.72,0.55,17.9,86.0
4738.00,6.07,0.64,52.3,97.0
4740.00,5.71,0.08,25.7,140.0
4743.00,4.77,1.41,18.1,173.0
4744.00,4.64,0.18,26.9,98.0
4744.20,12.15,1.40,47.1,149.0
4745.00,6.93,0.60,33.6,92.0
4746.00,7.46,1.14,75.0,81.0
4747.00,7.16,0.71,54.4,107.0
4748.00,4.99,1.21,5.8,127.0
4751.00,10.56,1.34,26.8,120.0
4752.00,5.05,1.11,13.5,98.0
4753.00,5.67,-0.10,5.5,72.0
4754.00,3.56,0.76,174.9,97.0
4754.01,12.09,1.61,79.5,40.0
4755.00,5.68,1.30,6.4,86.0
4756.00,14.33,1.69,85.5,228.0
4757.00,5.52,1.06,3.6,127.0
4759.00,5.71,0.73,57.4,29.0
4760.00,5.80,0.61,59.4,55.0
4761.00,8.80,0.46,38.7,182.0
4762.00,7.24,0.82,62.7,12.0
4763.00,4.94,1.62,12.6,137.0
4763.01,16.87,1.04,57.7,8.0
4764.00,5.27,1.56,6.9,79.0
4765.00,7.72,0.63,28.1,98.0
4766.00,5.10,1.06,30.6,84.0
4767.00,8.85,0.64,23.8,150.0
4767.01,12.79,1.44,25.4,32.0
4767.20,12.25,1.55,50.6,109.0
4767.30,6.19,0.64,43.6,84.0
4768.00,7.72,0.94,14.3,178.0
4768.01,14.50,1.61,38.6,47.0
4769.00,7.14,0.12,8.3,98.0
4770.00,7.59,0.17,19.9,98.0
4770.01,13.49,1.55,33.0,25.0
4772.00,7.51,0.25,8.9,128.0
4773.00,4.51,1.32,11.9,66.0
4774.00,5.36,0.85,32.6,48.0
4775.00,11.97,1.52,60.7,22.0
4776.00,7.02,1.15,20.1,150.0
4777.00,8.11,0.67,16.1,110.0
4778.00,15.20,0.10,13.4,223.0
4778.02,9.87,1.18,40.0,120.0
4779.00,5.85,0.39,27.3,59.0
4781.00,8.49,1.19,8.4,141.0
4781.10,5.39,1.18,38.9,84.0
4781.20,9.76,1.15,47.9,150.0
4781.21,14.88,1.82,46.2,54.0
4781.30,8.92,1.29,63.0,74.0
4782.00,5.32,0.87,176.4,101.0
4783.00,7.80,0.79,17.3,111.0
4784.00,6.56,0.50,18.7,84.0
4785.00,6.48,0.38,31.2,64.0
4786.00,8.89,0.76,8.4,126.0
4787.00,10.11,0.51,12.9,17.0
4788.00,6.88,0.94,21.6,174.0
4790.00,3.23,-0.07,10.3,61.0
4792.00,8.06,0.02,4.1,103.0
4793.00,7.33,0.85,36.2,87.0
4793.01,8.92,1.82,21.4,155.0
4794.00,7.97,1.43,161.8,81.0
4795.00,5.65,1.50,18.4,173.0
4796.00,5.85,0.48,38.0,80.0
4797.00,8.00,0.63,21.0,48.0
4797.00,7.45,0.69,21.0,48.0
4798.00,8.66,0.72,33.7,98.0
4800.00,8.09,0.04,8.6,115.0
4801.00,5.47,1.43,26.8,161.0
4802.01,14.85,-0.08,34.8,27.0
4803.01,13.19,1.54,44.7,19.0
4804.00,5.73,0.88,115.4,88.0
4804.01,11.30,1.43,30.6,36.0
4806.00,4.95,0.08,21.8,98.0
4807.00,5.75,0.47,30.4,71.0
4809.00,5.18,0.18,6.4,98.0
4810.00,4.83,0.09,10.1,107.0
4811.00,3.79,1.28,4.7,47.0
4811.00,3.79,1.28,4.7,47.0
4812.00,4.97,0.14,34.5,84.0
4814.00,7.02,0.49,12.5,119.0
4815.00,4.30,0.11,18.1,77.0
4816.00,5.15,1.04,2.7,98.0
4819.00,4.52,1.26,6.8,73.0
4821.01,9.72,1.14,47.3,156.0
4822.00,4.24,1.07,3.2,59.0
4823.00,5.87,1.00,38.3,149.0
4823.10,6.13,0.46,24.7,150.0
4826.00,3.98,1.52,10.1,65.0
4827.01,9.95,1.33,35.7,38.0
4829.00,3.57,0.94,36.0,60.0
4830.00,8.72,1.16,62.6,150.0
4831.00,5.24,1.65,5.9,72.0
4832.00,5.28,1.40,23.1,117.0
4833.00,6.51,-0.09,13.5,128.0
4834.00,8.88,1.33,61.0,35.0
4835.00,8.39,0.73,38.3,150.0
4835.00,8.52,0.73,38.3,150.0
4836.00,8.16,0.75,15.3,241.0
4837.00,4.81,0.42,3.5,72.0
4838.00,10.40,1.21,20.1,150.0
4838.01,15.32,1.71,18.1,42.0
4839.00,6.27,0.55,43.5,97.0
4840.00,10.58,1.47,49.8,97.0
4841.00,5.84,0.10,4.8,70.0
4843.00,5.17,0.65,6.1,84.0
4844.00,4.76,-0.05,19.2,117.0
4845.00,3.08,0.79,7.1,57.0
4846.00,5.59,0.00,29.8,91.0
4847.00,5.76,0.11,0.3,67.0
4848.10,11.79,1.28,39.1,74.0
4849.00,5.93,0.58,68.2,68.0
4850.00,6.85,0.40,12.2,88.0
4850.00,6.85,0.40,12.2,88.0
4851.00,5.64,0.20,15.0,149.0
4852.00,8.65,0.55,34.2,58.0
4855.01,13.96,1.57,31.5,35.0
4855.10,6.17,0.51,36.2,63.0
4856.00,5.31,0.97,0.9,77.0
4859.00,5.85,1.10,37.1,117.0
4859.01,11.19,1.26,24.9,120.0
4859.03,11.03,1.18,19.9,20.0
4860.00,4.43,1.33,11.1,89.0
4860.01,17.35,1.59,8.4,6.0
4861.00,6.25,0.97,38.8,110.0
4862.00,8.19,0.51,11.8,106.0
4863.00,8.36,0.49,18.8,16.0
4864.00,6.62,0.73,57.1,83.0
4865.00,9.52,0.45,33.6,93.0
4866.00,11.41,1.52,77.9,100.0
4868.00,4.78,0.38,50.3,70.0
4869.00,6.55,1.07,14.1,106.0
4869.01,17.93,1.94,14.6,60.0
4869.02,14.74,1.63,20.4,42.0
4870.00,6.91,0.64,16.8,81.0
4870.01,14.04,1.79,107.5,36.0
4871.00,5.62,0.06,18.9,98.0
4872.00,5.69,0.26,11.9,111.0
4874.00,4.91,1.15,19.6,77.0
4874.01,13.04,1.65,113.8,19.0
4875.00,4.01,0.40,9.7,72.0
4877.00,9.71,1.35,36.0,56.0
4877.01,15.40,1.74,31.9,43.0
4879.00,6.41,1.13,6.2,111.0
4880.00,5.65,0.69,32.9,61.0
4881.00,5.11,1.01,5.4,137.0
4884.00,4.76,0.28,24.6,149.0
4884.01,9.23,1.13,48.8,102.0
4885.00,13.48,1.76,67.1,28.0
4886.00,4.22,0.20,35.3,73.0
4887.10,9.22,0.69,21.6,150.0
4887.11,11.63,0.88,13.5,27.0
4888.00,4.03,-0.13,19.9,60.0
4889.00,10.56,1.56,121.0,31.0
4890.00,5.38,0.07,8.1,72.0
4892.00,8.31,0.64,34.9,150.0
4893.00,7.09,0.80,49.1,51.0
4893.01,12.00,1.43,47.4,21.0
4894.00,4.61,1.60,0.8,88.0
4895.00,11.51,-0.07,69.9,27.0
4896.00,8.93,0.97,20.5,84.0
4897.00,3.11,1.00,44.8,149.0
4898.00,4.68,0.11,12.2,84.0
4900.00,9.90,0.62,3.8,223.0
4901.00,4.89,1.60,16.7,80.0
4901.02,12.51,1.52,63.0,27.0
4903.00,5.12,0.53,47.3,101.0
4905.00,5.20,0.07,9.7,73.0
4906.00,3.63,0.44,33.6,16.0
4906.10,5.43,0.06,22.9,84.0
4907.00,6.67,0.99,29.5,160.0
4908.00,4.32,0.95,8.5,68.0
4909.02,10.10,1.18,27.5,143.0
4911.00,6.37,0.72,70.1,92.0
4912.00,5.05,0.72,25.2,84.0
4913.00,5.16,1.06,8.1,80.0
4915.00,5.10,1.66,17.6,173.0
4916.00,7.22,0.60,25.1,84.0
4917.00,5.46,1.02,11.0,120.0
4918.00,8.56,0.91,13.2,142.0
4920.00,8.18,1.22,63.0,40.0
4920.00,7.88,1.23,63.0,40.0
4921.00,6.75,0.62,47.9,98.0
4922.00,5.68,1.09,12.6,149.0
4923.00,3.77,-0.06,4.8,75.0
4924.00,8.83,1.32,83.4,88.0
4925.00,8.49,0.94,8.9,45.0
4926.00,8.23,0.50,22.8,106.0
4927.00,5.76,1.53,22.0,149.0
4928.00,5.96,0.92,26.3,89.0
4929.00,10.99,1.57,121.3,66.0
4929.00,10.25,1.58,121.3,66.0
4929.10,9.66,1.10,47.6,81.0
4929.11,13.41,1.72,102.0,22.0
4930.00,3.42,0.16,32.9,161.0
4931.00,8.66,0.59,2.0,146.0
4932.00,6.45,0.63,51.3,25.0
4932.01,12.34,-0.07,42.4,84.0
4933.00,4.51,0.27,47.4,135.0
4934.00,10.84,1.43,67.3,82.0
4934.10,11.87,1.49,63.0,117.0
