Star ID,V (mag),B-V color (mag),Parallax (milliarcsec),Parallax Uncertainty (milliarcsec)
4934.11,12.91,0.63,5.3,31.0
4936.00,6.01,0.46,21.6,84.0
4937.00,7.08,0.86,40.7,36.0
4937.00,7.08,0.86,40.7,36.0
4938.00,4.43,0.32,8.4,82.0
4939.00,8.82,1.41,107.4,68.0
4940.00,10.30,1.35,44.1,102.0
4941.00,7.63,0.57,9.0,98.0
4942.00,11.39,1.39,38.7,97.0
4944.10,9.95,1.21,24.0,62.0
4944.10,9.96,1.29,24.0,62.0
4945.00,10.29,1.47,49.3,36.0
4947.00,4.14,0.43,77.5,106.0
4949.00,14.67,1.79,63.0,55.0
4950.00,4.91,1.18,4.0,73.0
4950.01,13.76,0.86,10.8,47.0
4951.00,10.78,1.53,82.7,22.0
4952.00,4.22,1.05,12.6,73.0
4954.00,8.38,0.78,17.6,57.0
4956.00,5.11,0.35,49.4,117.0
4957.00,5.58,0.22,31.9,87.0
4958.00,4.27,1.04,24.3,48.0
4959.00,2.46,1.03,52.6,53.0
4960.00,3.77,0.00,18.6,74.0
4961.00,4.42,1.65,5.1,66.0
4962.00,4.89,1.52,11.1,149.0
4963.00,4.51,0.54,43.6,73.0
4965.00,4.92,1.32,3.8,72.0
4966.00,3.43,0.92,73.4,52.0
4966.10,6.33,1.12,8.0,125.0
4967.00,4.53,-0.11,5.9,119.0
4968.00,8.13,0.59,14.3,91.0
4969.00,4.90,1.00,11.1,127.0
4970.00,8.95,0.62,11.6,76.0
4971.00,6.48,0.98,1.1,120.0
4972.00,8.42,0.60,24.3,137.0
4974.01,8.51,0.59,15.2,21.0
4974.02,13.39,1.54,29.8,18.0
4974.03,13.53,1.36,24.2,23.0
4974.04,10.06,1.07,17.3,67.0
4976.00,6.27,0.89,18.0,84.0
4977.00,5.98,0.43,31.0,72.0
4978.00,8.24,0.93,29.3,150.0
4979.00,5.88,1.07,19.3,149.0
4980.00,4.84,0.41,16.5,151.0
4982.01,15.58,0.95,49.8,34.0
4983.00,5.99,0.46,27.6,85.0
4984.00,5.04,0.20,23.1,69.0
4985.00,7.81,0.91,22.5,150.0
4990.00,5.77,0.72,7.2,61.0
4991.00,5.35,1.32,19.0,137.0
4991.01,12.73,1.49,30.9,38.0
4992.00,4.73,0.32,15.6,65.0
4993.00,9.74,1.32,32.4,163.0
4994.00,4.59,0.83,35.1,82.0
4996.00,7.29,-0.06,7.6,131.0
4997.00,11.18,1.30,33.8,110.0
4997.01,13.98,1.73,71.9,28.0
4999.00,12.45,1.59,75.0,171.0
5000.00,5.01,1.48,2.8,82.0
5000.10,8.81,1.05,43.8,96.0
5001.00,7.14,0.96,5.7,72.0
5004.00,6.87,0.62,36.8,88.0
5004.01,13.48,1.50,35.5,26.0
5007.01,5.70,0.50,38.1,120.0
5008.00,5.17,1.12,16.9,72.0
5009.00,6.53,0.58,52.8,101.0
5010.01,11.70,1.54,30.5,110.0
5011.00,8.30,0.52,19.7,97.0
5012.00,8.55,1.48,133.5,36.0
5013.00,6.96,0.40,15.6,173.0
5015.00,11.43,1.49,49.3,78.0
5015.01,14.85,1.51,9.1,34.0
5016.00,11.87,1.49,64.6,51.0
5019.00,5.39,1.12,9.6,146.0
5020.00,7.80,0.70,44.7,86.0
5023.00,5.15,0.49,22.3,110.0
5024.00,12.01,1.61,74.5,55.0
5026.00,7.19,0.98,3.7,93.0
5027.00,5.90,1.04,5.3,111.0
5027.01,9.13,0.14,38.2,285.0
5028.00,3.94,0.02,7.5,96.0
5029.00,5.23,0.46,17.6,32.0
5030.00,12.00,1.42,34.0,52.0
5033.00,8.90,0.57,35.4,150.0
5034.00,8.63,0.67,23.4,96.0
5035.00,5.55,0.97,16.6,84.0
5036.00,4.67,0.89,32.9,149.0
5037.00,5.61,-0.15,6.3,72.0
5037.10,6.21,0.63,35.2,98.0
5037.11,8.00,1.67,44.0,188.0
5039.00,9.40,1.25,26.2,173.0
5039.10,6.64,0.68,17.1,150.0
5039.30,12.85,1.65,44.5,173.0
5040.00,5.65,1.61,8.8,134.0
5041.00,5.94,1.11,16.9,149.0
5042.00,6.56,0.55,17.7,53.0
5043.00,10.10,1.52,68.4,33.0
5043.00,10.34,1.52,68.4,33.0
5045.00,5.30,0.41,22.7,137.0
5046.00,11.23,1.49,70.0,54.0
5047.00,5.51,1.40,2.5,98.0
5048.01,16.40,0.37,26.1,44.0
5049.01,15.07,0.10,29.0,35.0
5049.02,16.57,0.50,36.1,42.0
5050.00,5.16,1.21,21.3,149.0
5051.00,6.25,0.48,35.5,125.0
5051.00,6.25,0.48,35.5,125.0
5053.00,7.46,1.30,7.5,150.0
5054.00,10.52,0.97,22.0,109.0
5055.00,4.84,0.17,53.5,142.0
5055.01,13.56,0.25,58.6,88.0
5058.00,5.68,0.59,44.2,110.0
5061.00,7.68,0.97,46.4,58.0
5062.00,8.45,0.65,10.8,98.0
5063.00,7.36,0.53,4.7,72.0
5064.00,6.48,-0.15,1.5,107.0
5065.00,11.48,1.44,66.9,51.0
5066.00,5.61,1.65,9.6,111.0
5067.00,9.11,0.63,15.9,150.0
5067.01,14.56,1.58,15.9,31.0
5068.00,4.07,-0.01,15.6,161.0
5069.00,5.18,1.10,11.3,117.0
5069.01,12.81,1.43,19.7,30.0
5070.00,8.30,1.22,60.5,53.0
5071.00,5.94,0.54,13.4,107.0
5071.01,12.25,1.49,39.1,28.0
5072.00,10.10,0.67,10.0,87.0
5074.00,3.72,1.65,5.5,59.0
5075.00,4.50,1.61,20.7,149.0
5076.00,7.10,0.90,67.9,88.0
5077.00,5.21,1.18,286.9,11.0
5078.00,7.58,0.54,32.3,173.0
5079.00,5.30,0.01,44.6,137.0
5082.00,4.55,1.57,5.2,89.0
5083.01,9.63,1.04,26.6,136.0
5083.02,9.44,1.13,44.6,86.0
5083.03,9.88,1.16,41.7,92.0
5084.00,10.87,1.49,81.3,39.0
5085.00,5.02,1.58,6.0,117.0
5086.00,4.51,0.94,16.0,67.0
5089.00,12.01,1.56,42.6,83.0
5090.00,10.78,0.95,39.4,178.0
5091.00,4.69,0.26,26.6,82.0
5092.00,13.30,1.55,41.8,27.0
5093.00,6.07,0.02,7.7,82.0
5094.00,5.87,0.40,30.8,81.0
5095.00,5.83,0.45,40.8,92.0
5096.00,8.18,0.77,14.1,120.0
5097.00,5.26,0.44,27.3,149.0
5098.00,7.37,0.51,31.5,18.0
5098.10,8.05,0.59,15.4,42.0
5099.00,7.83,0.78,29.7,82.0
5100.00,11.75,1.19,13.5,150.0
5101.00,7.33,1.49,2.5,128.0
5102.00,14.96,1.61,25.7,32.0
5102.01,16.17,0.45,41.1,38.0
5103.00,3.20,0.99,24.4,89.0
5104.00,8.70,0.82,28.6,109.0
5105.01,14.69,0.25,31.4,37.0
5106.10,9.56,0.64,9.9,150.0
5107.00,4.49,0.50,54.5,9.0
5108.00,5.24,1.17,19.0,161.0
5108.01,12.35,0.54,5.2,25.0
5112.00,11.84,1.26,40.4,133.0
5113.00,9.72,0.54,14.7,160.0
5114.00,3.72,0.39,55.2,50.0
5115.00,3.92,0.53,18.6,49.0
5116.00,6.60,0.69,47.0,101.0
5117.00,6.68,1.41,258.8,109.0
5118.00,10.90,1.45,42.7,103.0
5119.01,7.95,1.02,62.1,45.0
5119.02,6.39,0.60,22.4,98.0
5120.00,4.71,0.06,32.0,149.0
5120.10,6.75,0.63,45.9,150.0
5122.00,4.48,0.16,41.8,137.0
5122.00,4.39,0.19,41.8,137.0
5123.00,9.53,0.75,37.8,85.0
5124.00,8.23,0.99,47.8,54.0
5125.00,5.82,-0.13,6.8,84.0
5126.00,4.23,0.12,8.3,106.0
5127.00,4.43,-0.11,17.2,93.0
5128.00,10.64,0.81,44.2,150.0
5129.00,6.63,0.70,55.0,78.0
5129.00,6.56,0.73,55.0,78.0
5130.00,4.82,0.02,11.2,117.0
5133.00,9.26,1.35,53.9,65.0
5136.01,15.17,1.66,21.8,38.0
5137.00,5.87,0.92,15.4,98.0
5137.01,15.21,1.41,14.2,40.0
5139.00,2.44,0.22,66.4,56.0
5140.00,5.66,1.38,5.4,72.0
5143.00,4.28,0.90,31.1,137.0
5144.00,8.27,0.83,0.1,133.0
5145.01,10.26,1.24,18.3,120.0
5146.00,7.83,0.57,16.7,97.0
5147.00,6.40,0.53,35.8,72.0
5148.00,6.04,0.03,5.2,125.0
5150.00,4.08,1.11,10.4,92.0
5150.10,12.46,1.56,52.6,149.0
5151.00,5.16,0.05,26.9,68.0
5152.00,4.22,0.49,114.9,101.0
5153.00,5.69,1.10,10.7,111.0
5154.00,5.41,1.16,18.4,137.0
5155.00,5.71,0.32,27.0,84.0
5156.00,8.66,0.92,46.4,106.0
5156.10,5.70,0.20,6.7,98.0
5157.00,5.34,1.55,21.2,117.0
5158.01,5.68,0.31,11.9,98.0
5159.00,7.48,0.91,67.0,150.0
5161.00,6.13,0.44,29.2,60.0
5162.00,7.32,0.50,6.4,146.0
5163.00,5.60,0.32,38.4,58.0
5164.00,10.57,1.36,52.8,102.0
5165.00,11.08,1.49,53.5,127.0
5165.01,11.61,1.56,40.7,59.0
5166.00,4.51,0.91,22.0,149.0
5166.01,14.75,0.13,27.8,30.0
5167.00,5.31,0.07,4.7,111.0
5168.00,5.41,0.04,15.4,84.0
5169.00,8.74,0.86,50.7,150.0
5171.00,6.03,-0.12,16.9,84.0
5172.00,5.80,0.32,23.3,71.0
5173.00,11.17,1.06,32.4,49.0
5174.00,9.10,1.28,60.0,81.0
5176.00,8.71,0.61,22.2,185.0
5177.00,10.31,1.62,148.0,48.0
5178.01,14.96,1.30,7.7,53.0
5180.00,4.57,1.62,11.4,86.0
5181.00,8.86,0.84,15.3,120.0
5182.00,5.44,-0.11,6.3,146.0
5183.00,5.24,0.97,24.0,49.0
5184.00,12.00,1.67,125.8,23.0
5184.00,12.05,1.67,125.8,23.0
5185.00,5.29,1.10,10.4,137.0
5186.00,7.90,0.76,20.4,101.0
5188.00,2.91,0.83,4.0,60.0
5188.01,12.78,0.02,47.1,24.0
5188.02,9.25,1.05,40.7,74.0
5189.00,8.48,0.91,33.0,92.0
5190.00,8.68,1.46,213.9,88.0
5191.00,9.89,0.96,25.2,24.0
5192.00,3.23,-0.22,12.4,65.0
5193.00,8.30,0.61,9.4,127.0
5194.01,8.85,0.94,32.8,92.0
5195.01,15.28,1.66,33.2,54.0
5196.00,8.14,0.62,37.3,113.0
5197.01,12.15,0.44,2.3,26.0
5197.02,13.35,1.68,68.6,56.0
5198.00,7.14,0.88,73.9,101.0
5199.00,5.77,1.11,2.2,84.0
5201.00,3.76,1.00,51.6,127.0
5202.00,4.90,1.08,10.4,92.0
5205.01,11.78,1.46,56.5,99.0
5206.00,9.00,0.50,34.3,150.0
5206.01,16.05,0.70,30.0,61.0
5206.02,13.37,1.56,38.2,166.0
5208.00,4.69,0.17,10.5,72.0
5209.01,10.33,1.42,45.1,62.0
5210.00,5.01,0.18,16.9,98.0
5211.00,8.62,0.84,36.4,68.0
5212.00,5.45,0.30,4.9,84.0
5213.00,13.40,1.56,73.3,120.0
5214.00,6.74,0.62,45.2,97.0
5216.00,5.67,0.25,32.5,84.0
5218.11,15.25,0.14,23.8,31.0
5219.00,5.85,0.32,21.1,98.0
5220.00,6.63,0.52,28.6,47.0
5221.00,5.10,1.04,5.6,68.0
5222.00,3.68,0.32,27.2,84.0
5223.00,9.72,0.87,37.8,150.0
5226.00,7.56,1.21,3.2,65.0
5228.00,8.82,1.04,51.1,150.0
5229.00,5.18,0.65,31.9,89.0
5230.00,5.11,1.60,4.1,98.0
5231.00,5.24,0.95,23.4,127.0
5233.00,7.46,0.70,32.1,85.0
5234.00,12.73,1.49,28.6,26.0
5236.00,4.73,0.88,25.8,106.0
5237.01,16.58,0.29,5.4,25.0
5238.00,6.11,0.07,12.3,86.0
5238.01,13.24,0.16,79.9,32.0
5238.02,6.17,1.55,3.0,60.0
5239.10,13.02,0.00,38.4,45.0
5240.00,11.44,0.38,9.6,46.0
5241.00,4.34,-0.05,38.7,127.0
5242.00,2.39,1.53,4.6,86.0
5242.01,12.06,1.53,48.1,123.0
5243.00,8.79,1.32,52.6,97.0
5245.00,4.73,0.48,42.1,49.0
5246.00,9.46,0.76,36.5,150.0
5246.10,5.94,0.59,66.2,98.0
5247.00,5.09,1.11,1.4,80.0
5248.00,4.34,1.17,5.3,73.0
5248.10,12.82,1.59,33.5,199.0
5250.00,4.13,0.43,33.8,49.0
5253.00,9.63,1.34,52.5,63.0
5254.00,4.56,1.10,5.1,75.0
5256.00,5.58,-0.01,15.9,89.0
5257.00,5.29,1.41,5.9,84.0
5257.01,13.27,1.44,24.8,24.0
5257.02,12.67,1.62,83.5,39.0
5258.00,2.87,0.29,75.9,79.0
5259.00,5.17,1.05,14.5,81.0
5260.00,6.28,1.21,5.0,141.0
5261.00,8.62,0.97,43.5,97.0
5262.00,5.58,0.60,72.2,97.0
5263.00,5.01,0.04,5.2,127.0
5264.00,5.64,0.00,5.1,80.0
5264.01,14.83,-0.11,14.4,58.0
5265.00,5.53,1.37,26.8,161.0
5267.00,4.29,0.52,11.2,82.0
5267.10,8.64,0.62,7.4,150.0
5268.01,11.99,1.62,54.8,44.0
5270.00,8.24,1.00,34.7,150.0
5271.00,8.65,1.04,44.5,93.0
5272.00,10.84,1.36,41.4,82.0
5273.00,5.52,1.52,21.0,149.0
5273.01,14.89,1.81,38.9,39.0
5273.02,14.68,-0.01,28.3,30.0
5274.00,5.04,-0.03,3.0,125.0
5275.00,5.29,0.37,27.9,47.0
5276.00,7.43,0.69,30.1,97.0
5277.00,6.85,0.49,34.7,106.0
5279.00,8.63,0.78,0.1,118.0
5279.01,13.42,1.50,38.3,36.0
5280.00,8.60,0.83,25.7,22.0
5280.01,15.05,1.64,21.2,42.0
5282.01,12.73,0.06,40.8,25.0
5285.00,5.08,0.37,45.7,127.0
5286.00,7.86,0.79,46.1,84.0
5287.00,3.01,-0.12,11.7,149.0
5288.00,5.53,0.42,39.2,72.0
5288.01,8.23,0.73,37.3,241.0
5289.00,8.99,0.86,42.9,99.0
5289.10,12.05,1.58,88.7,173.0
5290.00,5.08,-0.17,1.3,111.0
5290.10,5.71,1.18,19.7,111.0
5291.00,6.80,0.25,1.8,73.0
5292.00,10.35,1.36,46.4,54.0
5293.00,7.78,0.92,43.1,82.0
5293.01,17.40,2.15,19.5,40.0
5295.00,7.63,0.67,3.8,150.0
5296.00,11.10,0.63,5.8,92.0
5299.00,10.40,1.50,68.5,106.0
5300.00,4.40,0.28,19.1,161.0
5301.00,6.94,0.46,15.0,80.0
5301.01,14.64,1.76,74.8,32.0
5301.02,6.40,1.70,1.7,61.0
5305.00,9.75,1.49,79.7,88.0
5305.10,11.01,1.50,48.7,93.0
5306.00,6.94,0.60,22.2,93.0
5307.00,6.22,1.00,27.7,49.0
5308.00,4.91,1.77,5.0,38.0
5309.00,14.06,1.51,42.4,249.0
5309.01,9.09,1.04,25.8,86.0
5310.00,6.94,0.51,28.7,59.0
5310.01,14.27,1.08,4.2,41.0
5313.00,7.13,0.57,14.1,92.0
5313.02,13.89,1.56,33.1,41.0
5314.00,4.69,1.06,289.3,88.0
5314.10,10.97,1.38,47.5,97.0
5315.00,10.48,0.98,20.9,106.0
5316.00,5.60,0.34,36.6,111.0
5316.10,12.03,1.59,78.2,117.0
5316.11,12.01,1.63,111.4,21.0
5317.00,10.62,1.58,70.9,150.0
5318.00,9.18,1.48,101.0,47.0
5318.10,9.99,0.63,9.5,150.0
5319.00,8.84,1.09,25.0,106.0
5320.00,10.56,1.45,54.1,44.0
5321.00,5.03,0.44,30.9,96.0
5322.00,8.61,0.65,12.9,208.0
5322.01,10.34,0.73,43.3,98.0
5325.00,5.30,0.23,13.0,77.0
5325.01,13.93,1.45,2.5,70.0
5326.01,10.93,0.94,12.6,50.0
5328.00,4.46,1.37,11.4,149.0
5329.00,8.43,0.85,53.8,97.0
5330.00,8.71,0.52,4.9,141.0
5331.00,4.84,1.44,12.1,79.0
5332.00,2.96,0.98,8.1,72.0
5333.00,4.29,0.34,30.6,64.0
5335.00,7.25,0.53,22.0,72.0
5336.00,10.51,1.21,47.4,150.0
5337.00,6.98,0.52,9.5,49.0
5339.00,1.74,-0.13,35.7,71.0
5340.00,5.27,1.41,1.7,73.0
5341.00,5.14,1.57,2.5,84.0
5345.00,3.76,0.44,88.0,51.0
5346.00,4.50,0.05,28.7,137.0
5347.00,4.99,1.48,6.9,117.0
5348.00,5.74,0.31,14.7,84.0
5349.00,7.79,0.79,33.9,69.0
5350.00,9.15,0.66,14.6,162.0
5351.00,6.32,0.88,16.7,141.0
5352.00,12.94,1.36,19.2,53.0
5353.00,5.37,0.24,25.8,117.0
5354.00,7.22,0.66,24.2,150.0
5356.00,6.59,0.75,43.9,69.0
5357.00,4.92,0.48,50.5,97.0
5358.00,10.42,1.52,115.3,33.0
5360.00,5.58,1.00,6.8,84.0
5360.01,15.66,0.23,39.2,44.0
5361.00,8.75,0.52,7.9,173.0
5362.00,3.53,0.08,47.5,77.0
5363.01,12.57,1.49,44.1,31.0
5364.00,4.29,0.46,4.3,110.0
5364.10,11.24,1.48,18.7,178.0
5365.00,9.17,0.93,33.8,58.0
5367.00,10.23,1.49,84.3,26.0
5368.00,9.48,0.43,9.5,19.0
5368.10,7.24,0.79,49.9,98.0
5369.00,12.14,0.60,20.2,115.0
5369.02,11.11,1.45,24.7,117.0
5370.00,5.40,0.15,6.1,77.0
5372.00,3.35,1.57,14.7,90.0
5372.10,10.15,1.15,22.5,36.0
5373.00,12.00,1.56,47.2,84.0
5374.00,4.79,0.92,14.9,65.0
5375.01,13.56,1.76,96.0,39.0
5376.00,5.24,0.51,21.5,89.0
5376.01,16.32,1.88,9.5,61.0
5377.00,5.50,0.38,37.4,55.0
5378.00,5.33,1.13,3.6,98.0
5379.00,6.23,0.65,39.6,91.0
5380.00,6.57,1.03,6.3,98.0
5381.00,5.43,-0.16,10.8,137.0
5382.00,5.32,0.80,13.2,113.0
5384.00,8.24,0.34,2.2,133.0
5385.00,6.54,0.90,34.5,92.0
5386.00,4.49,1.39,18.1,82.0
5387.00,4.79,0.80,7.5,149.0
5387.10,10.35,1.46,38.9,63.0
5388.00,9.83,0.72,48.3,150.0
5389.00,5.10,0.92,8.7,137.0
5391.00,6.08,1.01,14.5,98.0
5392.00,4.19,0.28,40.2,58.0
5393.00,4.13,1.46,0.8,89.0
5394.00,4.16,0.98,19.9,71.0
5395.00,5.37,0.60,82.7,110.0
5396.00,2.86,1.39,24.7,67.0
5397.00,13.33,1.66,99.6,33.0
5398.00,7.04,0.60,37.0,54.0
5399.00,13.55,1.54,52.1,241.0
5402.00,9.23,1.14,44.5,52.0
5402.01,12.12,1.47,45.2,23.0
5404.00,5.29,0.65,30.8,85.0
5405.00,5.13,1.07,14.0,137.0
5406.00,8.76,0.82,26.4,150.0
5407.00,3.84,-0.05,43.6,64.0
5408.00,4.81,0.00,21.7,111.0
5409.00,4.57,-0.10,38.9,173.0
5410.00,10.73,1.51,56.6,92.0
5411.00,5.62,0.36,25.9,110.0
5412.00,8.19,0.75,28.2,101.0
5413.00,7.86,0.61,19.1,97.0
5413.01,13.25,1.84,134.4,49.0
5414.00,7.92,0.68,22.5,125.0
5415.00,5.32,0.67,56.4,117.0
5416.00,6.20,0.49,35.4,51.0
5416.11,13.82,1.45,19.2,27.0
5418.00,4.43,1.02,19.6,96.0
5418.10,8.82,1.19,50.5,57.0
5418.10,8.87,1.19,50.5,57.0
5419.00,4.57,0.09,0.7,72.0
5419.10,12.28,1.00,31.3,106.0
5419.11,15.65,-0.05,14.9,44.0
5419.12,14.94,1.81,62.7,36.0
5421.00,6.35,0.61,57.5,75.0
5422.00,7.48,0.73,22.8,103.0
5422.01,13.68,1.59,39.2,33.0
5423.00,5.27,-0.03,5.1,120.0
5425.00,5.75,0.52,40.7,74.0
5427.00,9.71,0.88,34.2,150.0
5428.00,4.79,1.05,22.9,75.0
5429.00,5.47,0.95,13.6,149.0
5430.00,7.08,0.90,41.6,193.0
5431.00,3.97,1.03,22.4,173.0
5432.00,7.65,1.10,76.3,101.0
5434.00,14.21,1.42,22.8,26.0
5435.00,4.42,0.38,22.5,56.0
5437.00,13.54,-0.39,7.3,32.0
5438.00,9.85,1.62,251.5,37.0
5438.00,9.59,1.65,251.5,37.0
5440.00,5.48,0.38,28.1,73.0
5440.10,6.80,0.61,36.1,150.0
5441.00,4.36,1.68,4.2,107.0
5441.01,13.25,1.65,72.5,29.0
5442.00,4.82,-0.06,19.3,82.0
5443.00,3.75,0.60,8.8,48.0
5444.00,4.29,0.01,19.6,109.0
5445.00,9.74,0.75,24.4,150.0
5446.00,6.14,0.56,45.8,111.0
5447.00,4.81,1.61,6.1,149.0
5448.00,8.54,0.72,1.7,101.0
5449.00,3.77,0.01,35.2,102.0
5452.00,7.79,0.72,43.5,92.0
5452.10,6.42,0.32,13.4,84.0
5453.00,9.66,0.42,5.9,150.0
5454.00,10.37,1.51,68.3,37.0
5455.00,10.09,1.36,43.1,43.0
5455.00,10.84,1.36,43.1,43.0
5456.00,5.50,0.06,5.9,72.0
5457.00,10.21,1.83,25.5,132.0
5458.00,6.21,1.14,44.6,149.0
5458.01,14.83,1.70,42.5,37.0
5459.00,9.56,0.60,35.1,163.0
5460.00,7.58,0.66,43.8,101.0
5461.00,6.60,0.32,1.5,105.0
5462.00,4.02,-0.09,20.9,82.0
5463.10,8.28,0.72,7.1,117.0
5464.00,6.76,0.53,37.5,150.0
5464.02,9.26,0.51,21.8,275.0
5465.00,10.01,1.44,64.0,76.0
5467.00,7.08,0.39,30.1,151.0
5468.00,11.52,1.62,88.8,120.0
5471.00,5.03,1.14,18.5,79.0
5472.00,7.88,0.63,18.3,101.0
5475.00,12.32,2.04,289.5,44.0
5476.00,5.08,0.39,8.9,85.0
5477.00,4.63,0.24,19.8,98.0
5477.01,9.10,1.51,115.1,74.0
5478.00,7.56,0.48,37.5,103.0
5480.10,5.82,0.92,12.5,111.0
5482.00,8.51,0.78,45.7,79.0
5482.10,6.83,0.55,32.9,45.0
5484.00,5.87,1.30,13.0,149.0
5485.00,5.19,0.06,7.1,98.0
5486.00,7.82,1.13,69.1,150.0
5487.00,7.39,0.80,60.6,150.0
5489.00,9.19,0.40,9.3,71.0
5490.00,5.71,0.72,27.3,46.0
5490.02,9.83,1.09,31.7,28.0
5491.00,4.46,1.33,8.3,98.0
5492.00,3.40,-0.09,22.5,88.0
5493.00,6.00,0.56,61.9,110.0
5493.00,5.98,0.58,61.9,110.0
5494.00,2.10,1.60,6.8,161.0
5496.00,4.79,-0.01,21.7,111.0
5498.00,11.90,1.42,18.8,150.0
5499.00,7.42,0.63,29.0,120.0
5499.01,11.78,1.56,52.6,60.0
5500.00,4.85,1.03,27.5,117.0
5500.01,16.14,0.27,8.9,57.0
5502.00,4.69,1.37,11.9,161.0
5503.00,2.94,0.86,17.6,41.0
5504.00,7.46,0.51,23.8,20.0
5505.00,4.85,1.18,3.8,161.0
5506.00,5.08,0.96,8.0,84.0
5507.00,5.95,1.48,5.9,78.0
5508.00,11.50,0.66,1.3,113.0
5510.01,9.98,1.13,39.5,88.0
5512.00,6.40,0.94,25.9,63.0
5512.01,16.00,1.83,53.3,46.0
5513.00,10.46,1.24,31.0,106.0
5514.00,5.76,0.36,17.9,111.0
5515.00,3.95,1.07,40.6,112.0
5516.00,4.19,0.50,50.1,106.0
5517.00,7.86,0.80,47.9,150.0
5518.00,7.33,0.68,27.9,101.0
5519.00,5.26,0.94,32.8,149.0
5519.01,9.03,1.04,33.9,92.0
5520.00,10.06,1.39,198.0,26.0
5520.00,10.26,1.61,198.0,26.0
5520.10,11.92,1.48,50.7,113.0
5521.00,3.49,0.08,42.9,120.0
5523.00,6.66,0.65,27.2,64.0
5523.02,9.57,0.57,56.1,215.0
5524.00,10.93,1.40,30.1,111.0
5524.01,14.37,0.17,52.5,41.0
5525.01,15.81,1.67,24.3,50.0
5526.00,7.77,0.74,43.6,106.0
5527.00,9.85,1.48,70.7,97.0
5528.00,3.48,0.93,37.6,86.0
5530.00,6.19,0.42,26.8,51.0
5531.00,9.35,0.69,19.9,117.0
5531.01,11.72,1.54,50.6,47.0
5532.00,3.52,1.05,26.0,15.0
5534.00,8.30,0.84,45.0,82.0
5534.01,15.51,0.63,47.8,42.0
5536.00,4.51,-0.06,42.4,173.0
5536.00,4.46,-0.04,42.4,173.0
5537.00,11.64,1.55,66.1,30.0
5538.00,9.66,1.13,41.4,77.0
5539.00,5.16,0.48,44.7,76.0
5540.00,3.74,1.64,14.4,70.0
5541.00,5.60,0.78,6.6,84.0
5541.00,5.60,0.78,6.6,84.0
5542.00,4.94,1.56,22.0,84.0
5543.00,6.04,0.62,42.2,101.0
5544.01,13.41,1.19,12.2,51.0
5546.00,10.17,1.58,211.9,54.0
5546.01,8.44,1.03,37.0,52.0
5547.00,10.22,1.49,121.0,107.0
5548.01,15.65,1.91,123.7,43.0
5549.00,11.46,0.80,9.9,16.0
5550.00,8.51,0.74,11.4,71.0
5551.00,5.81,0.26,16.1,182.0
5552.00,3.27,0.05,37.0,97.0
5553.00,7.03,0.57,20.4,72.0
5553.00,7.03,0.57,20.4,72.0
5554.00,5.56,1.14,18.0,137.0
5557.00,4.90,0.00,3.8,75.0
5558.00,8.12,0.83,36.6,150.0
5559.00,4.18,0.94,20.0,161.0
5559.00,4.21,0.97,20.0,161.0
5560.00,12.76,1.60,65.7,59.0
5561.00,8.00,0.65,36.7,53.0
5562.00,6.48,1.10,127.9,101.0
5563.00,8.67,1.50,148.9,30.0
5565.00,1.16,0.09,145.5,91.0
5566.00,7.37,0.68,3.7,106.0
5566.02,14.68,1.70,39.1,34.0
5568.00,5.49,0.67,57.5,51.0
5569.00,6.43,0.64,33.4,69.0
5572.00,7.88,1.39,129.2,79.0
5573.00,4.12,0.98,37.5,149.0
5573.01,10.30,1.35,38.1,150.0
5574.00,8.75,0.78,17.7,64.0
5575.10,12.37,0.85,25.1,150.0
5576.00,5.00,1.42,0.8,73.0
5577.00,7.46,0.95,58.3,100.0
5577.10,7.74,0.86,12.8,150.0
5578.00,3.62,-0.09,11.0,73.0
5579.00,8.92,0.55,28.5,222.0
5580.00,5.10,0.09,19.2,101.0
5581.00,5.11,0.29,50.3,137.0
5582.00,5.37,1.45,10.7,117.0
5583.00,2.42,1.67,19.8,63.0
5584.00,7.34,1.49,278.6,86.0
5587.00,2.49,-0.04,34.4,70.0
5588.00,5.43,0.30,20.8,64.0
5589.00,8.66,0.71,9.6,150.0
5590.00,6.44,0.83,24.8,82.0
5591.00,9.89,1.40,33.5,133.0
5591.01,12.97,0.98,0.3,75.0
5592.00,7.48,0.65,39.9,109.0
5593.00,4.28,0.42,19.3,113.0
5594.00,6.13,0.44,16.5,84.0
5595.00,4.47,0.90,27.6,78.0
5595.01,11.64,1.36,28.0,92.0
5595.04,9.62,1.30,48.7,150.0
5596.00,4.52,1.57,16.0,78.0
5597.00,4.76,1.34,2.4,81.0
5597.30,10.89,1.51,67.4,150.0
5597.31,10.88,1.42,41.8,34.0
5598.00,5.70,0.44,19.9,86.0
5599.00,8.83,0.84,17.9,150.0
5600.02,14.66,1.53,22.4,30.0
5600.03,12.45,1.54,65.5,36.0
5602.00,8.59,1.01,31.0,84.0
5603.00,3.66,1.22,18.8,38.0
5603.20,9.96,0.69,18.6,46.0
5604.00,5.81,0.48,39.1,101.0
5605.00,5.12,1.47,4.6,66.0
5606.00,4.69,0.65,39.1,149.0
5607.00,4.41,0.80,5.1,80.0
5608.00,3.90,1.02,29.0,137.0
5608.10,11.27,1.52,69.4,101.0
5609.00,9.64,0.91,16.3,150.0
5610.01,7.91,0.90,28.6,36.0
