time (years),flux (solar flux units)
2017.622,74.200
2017.625,77.300
2017.627,76.700
2017.630,80.000
2017.633,86.800
2017.636,86.000
2017.638,87.100
2017.641,90.200
2017.644,85.100
2017.647,78.800
2017.649,80.800
2017.652,77.500
2017.655,78.200
2017.658,81.600
2017.660,84.300
2017.663,86.900
2017.666,91.900
2017.669,93.400
2017.671,100.000
2017.674,120.200
2017.677,182.500
2017.680,120.500
2017.682,132.900
2017.685,128.500
2017.688,116.800
2017.690,107.200
2017.693,100.200
2017.696,79.900
2017.699,75.500
2017.701,75.100
2017.704,74.200
2017.707,72.800
2017.710,72.100
2017.712,72.200
2017.715,72.200
2017.718,70.600
2017.721,73.900
2017.723,73.000
2017.726,77.500
2017.729,81.200
2017.732,86.900
2017.734,89.900
2017.737,90.700
2017.740,91.000
2017.743,90.900
2017.745,89.700
2017.748,89.400
2017.751,85.700
2017.753,86.000
2017.756,86.400
2017.759,86.800
2017.762,84.700
2017.764,84.100
2017.767,79.600
2017.770,76.700
2017.773,72.300
2017.775,70.900
2017.778,69.600
2017.781,70.200
2017.784,69.700
2017.786,69.000
2017.789,70.300
2017.792,70.900
2017.795,70.300
2017.797,73.200
2017.800,73.400
2017.803,75.700
2017.806,76.500
2017.808,77.300
2017.811,78.000
2017.814,77.500
2017.816,78.800
2017.819,77.300
2017.822,76.000
2017.825,75.400
2017.827,75.300
2017.830,75.600
2017.833,75.400
2017.836,72.600
2017.838,73.600
2017.841,73.200
2017.844,72.100
2017.847,71.100
2017.849,69.400
2017.852,68.300
2017.855,67.600
2017.858,65.800
2017.860,68.600
2017.863,67.300
2017.866,69.400
2017.869,72.100
2017.871,74.400
2017.874,74.200
2017.877,73.200
2017.880,76.400
2017.882,76.100
2017.885,74.400
2017.888,73.600
2017.890,73.200
2017.893,73.400
2017.896,72.400
2017.899,74.100
2017.901,74.300
2017.904,75.500
2017.907,73.600
2017.910,71.900
2017.912,72.600
2017.915,71.700
2017.918,70.200
2017.921,71.500
2017.923,69.000
2017.926,68.400
2017.929,67.900
2017.932,68.300
2017.934,67.900
2017.937,69.900
2017.940,71.100
2017.943,72.000
2017.945,72.300
2017.948,71.400
2017.951,72.100
2017.953,72.100
2017.956,71.700
2017.959,71.300
2017.962,71.000
2017.964,71.600
2017.967,68.800
2017.970,74.200
2017.973,76.000
2017.975,75.300
2017.978,76.200
2017.981,76.100
2017.984,75.700
2017.986,71.800
2017.989,71.000
2017.992,71.100
2017.995,71.500
2017.997,70.400
2018.000,70.700
2018.003,69.100
2018.006,69.500
2018.008,70.700
2018.011,69.500
2018.014,69.300
2018.016,69.400
2018.019,69.900
2018.022,70.300
2018.025,70.800
2018.027,70.400
2018.030,70.800
2018.033,70.900
2018.036,70.800
2018.038,70.500
2018.041,70.200
2018.044,71.100
2018.047,70.900
2018.049,71.100
2018.052,70.800
2018.055,69.600
2018.058,68.300
2018.060,70.100
2018.063,70.500
2018.066,69.900
2018.069,70.300
2018.071,69.800
2018.074,68.800
2018.077,68.500
2018.080,68.200
2018.082,68.900
2018.085,69.200
2018.088,69.000
2018.090,68.800
2018.093,69.200
2018.096,73.000
2018.099,74.000
2018.101,76.900
2018.104,76.600
2018.107,77.500
2018.110,78.100
2018.112,78.200
2018.115,78.200
2018.118,78.600
2018.121,75.900
2018.123,75.300
2018.126,72.500
2018.129,71.500
2018.132,69.000
2018.134,70.300
2018.137,69.100
2018.140,67.800
2018.140,70.500
2018.143,67.600
2018.145,68.400
2018.145,69.700
2018.148,67.600
2018.148,70.000
2018.151,68.200
2018.151,70.000
2018.153,67.200
2018.153,69.200
2018.156,69.800
2018.156,72.000
2018.159,67.900
2018.159,70.000
2018.162,68.800
2018.162,69.900
2018.164,67.200
2018.167,67.800
2018.170,67.800
2018.173,67.500
2018.175,67.600
2018.178,67.600
2018.181,67.800
2018.184,66.600
2018.186,67.500
2018.189,67.700
2018.192,67.800
2018.195,68.100
2018.197,68.600
2018.200,67.700
2018.203,69.000
2018.206,68.600
2018.208,69.700
2018.211,69.100
2018.214,70.300
2018.216,68.800
2018.219,69.300
2018.222,68.500
2018.225,68.100
2018.227,67.600
2018.230,68.300
2018.233,67.800
2018.236,68.300
2018.238,68.600
2018.241,69.000
2018.244,68.800
2018.247,69.000
2018.249,69.000
2018.252,68.400
2018.255,67.800
2018.258,68.500
2018.260,66.400
2018.263,67.300
2018.266,66.800
2018.269,67.900
2018.271,68.700
2018.274,68.500
2018.277,68.300
2018.280,70.000
2018.282,69.700
2018.285,69.500
2018.288,70.600
2018.290,69.200
2018.293,69.300
2018.296,70.800
2018.299,70.800
2018.301,73.000
2018.304,76.800
2018.307,75.700
2018.310,73.900
2018.312,72.900
2018.315,70.800
2018.318,69.400
2018.321,68.700
2018.323,70.200
2018.326,71.100
2018.329,70.200
2018.332,68.400
2018.334,67.100
2018.337,66.500
2018.340,67.800
2018.343,67.600
2018.345,67.200
2018.348,69.600
2018.351,69.600
2018.353,69.600
2018.356,69.600
2018.359,70.300
2018.362,69.800
2018.364,70.900
2018.367,70.300
2018.370,70.300
2018.373,69.900
2018.375,69.000
2018.378,69.400
2018.381,70.300
2018.384,68.800
2018.386,69.600
2018.389,70.800
2018.392,73.100
2018.395,73.700
2018.397,75.700
2018.400,72.900
2018.403,74.600
2018.406,76.900
2018.408,74.900
2018.411,75.300
2018.414,76.800
2018.416,74.800
2018.419,74.400
2018.422,73.600
2018.425,70.500
2018.427,71.300
2018.430,71.100
2018.433,69.300
2018.436,68.200
2018.438,66.800
2018.441,70.200
2018.444,69.900
2018.447,70.300
2018.449,70.800
2018.452,72.400
2018.455,70.600
2018.458,70.500
2018.460,72.300
2018.463,73.700
2018.466,76.600
2018.469,82.100
2018.471,81.500
2018.474,80.300
2018.477,77.100
2018.480,74.500
2018.482,72.800
2018.485,71.100
2018.488,70.000
2018.490,69.500
2018.493,68.600
2018.496,68.800
2018.499,68.100
2018.501,66.600
2018.504,68.200
2018.507,67.900
2018.510,68.100
2018.512,70.500
2018.515,72.000
2018.518,71.600
2018.521,72.900
2018.523,72.100
2018.526,73.300
2018.529,72.100
2018.532,72.500
2018.534,72.300
2018.537,71.700
2018.540,71.900
2018.543,71.200
2018.545,71.200
2018.548,70.500
2018.551,70.500
2018.553,70.000
2018.556,68.200
2018.559,67.000
2018.562,66.900
2018.564,65.800
2018.567,66.200
2018.570,66.600
2018.573,67.900
2018.575,68.000
2018.578,68.300
2018.581,68.900
2018.584,70.200
2018.586,69.900
2018.589,70.200
2018.592,70.400
2018.595,69.200
2018.597,69.100
2018.600,69.500
2018.603,69.600
2018.606,70.300
2018.608,69.500
2018.611,67.400
2018.614,68.100
2018.616,67.800
2018.619,68.700
2018.622,68.800
2018.625,68.300
2018.627,67.300
2018.630,67.200
2018.633,66.800
2018.636,68.000
2018.638,67.800
2018.641,66.900
2018.644,69.500
2018.647,72.400
2018.649,71.600
2018.652,71.100
2018.655,69.600
2018.658,69.800
2018.660,70.500
2018.663,68.300
2018.666,67.500
2018.669,68.300
2018.671,67.700
2018.674,68.100
2018.677,67.500
2018.680,67.500
2018.682,67.400
2018.685,67.500
2018.688,68.700
2018.690,68.400
2018.693,69.000
2018.696,69.400
2018.699,69.700
2018.701,69.600
2018.704,69.000
2018.707,68.500
2018.710,69.100
2018.712,67.800
2018.715,68.100
2018.718,67.900
2018.721,66.600
2018.723,66.900
2018.726,67.900
2018.729,68.400
2018.732,68.600
2018.734,67.600
2018.737,69.000
2018.740,67.100
2018.743,69.100
2018.745,68.700
2018.748,68.300
2018.751,70.100
2018.753,67.000
2018.756,68.400
2018.759,67.200
2018.762,68.700
2018.764,68.600
2018.767,69.500
2018.770,68.800
2018.773,69.500
2018.775,69.800
2018.778,70.900
2018.781,71.600
2018.784,72.400
2018.786,71.500
2018.789,70.000
2018.792,69.700
2018.795,70.000
2018.797,69.500
2018.800,69.600
2018.803,70.400
2018.806,71.000
2018.808,70.900
2018.811,71.600
2018.814,69.700
2018.816,69.400
2018.819,69.200
2018.822,69.300
2018.825,68.300
2018.827,68.800
2018.830,67.100
2018.833,68.100
2018.836,66.800
2018.838,67.600
2018.841,67.400
2018.844,66.600
2018.847,68.300
2018.849,68.800
2018.852,68.700
2018.855,69.500
2018.858,68.900
2018.860,69.000
2018.863,69.300
2018.866,68.200
2018.869,67.000
2018.871,67.900
2018.874,68.400
2018.877,71.100
2018.880,73.300
2018.882,72.300
2018.885,71.100
2018.888,70.500
2018.890,68.800
2018.893,69.200
2018.896,69.200
2018.899,70.000
2018.901,69.600
2018.904,68.600
2018.907,68.400
2018.910,67.500
2018.912,67.800
2018.915,67.900
2018.918,69.400
2018.921,69.000
2018.923,68.400
2018.926,68.700
2018.929,70.900
2018.932,69.700
2018.934,70.100
2018.937,70.500
2018.940,71.600
2018.943,71.000
2018.945,71.000
2018.948,70.800
2018.951,70.200
2018.953,70.800
2018.956,71.200
2018.959,69.800
2018.962,70.100
2018.964,70.400
2018.967,70.200
2018.970,69.800
2018.973,71.100
2018.975,71.000
2018.978,70.200
2018.981,69.500
2018.984,69.600
2018.986,68.700
2018.989,68.500
2018.992,69.300
2018.995,69.000
2018.997,69.400
2019.000,69.300
2019.003,71.900
2019.006,75.200
2019.008,72.600
2019.011,71.500
2019.014,71.100
2019.016,72.000
2019.019,71.500
2019.022,71.300
2019.025,71.500
2019.027,70.100
2019.030,68.100
2019.033,69.600
2019.036,68.900
2019.038,70.000
2019.041,69.500
2019.044,69.700
2019.047,68.600
2019.049,68.800
2019.052,69.700
2019.055,69.200
2019.058,69.900
2019.060,70.700
2019.063,71.500
2019.066,72.400
2019.069,75.000
2019.071,76.600
2019.074,75.100
2019.077,75.800
2019.080,73.100
2019.082,73.500
2019.085,72.100
2019.088,72.100
2019.090,70.900
2019.093,71.100
2019.096,70.700
2019.099,70.600
2019.101,69.800
2019.101,71.300
2019.104,70.200
2019.107,70.000
2019.107,71.800
2019.110,70.300
2019.112,70.000
2019.115,69.900
2019.118,70.200
2019.121,70.400
2019.123,71.400
2019.126,70.900
2019.129,70.700
2019.132,70.100
2019.134,69.900
2019.137,70.200
2019.140,71.000
2019.143,70.800
2019.145,71.200
2019.148,70.700
2019.151,70.500
2019.153,70.400
2019.156,70.600
2019.159,70.700
2019.162,70.100
2019.164,69.900
2019.167,69.400
2019.170,69.500
2019.173,70.900
2019.175,72.000
2019.178,72.500
2019.181,70.900
2019.184,71.800
2019.186,70.700
2019.189,71.100
2019.192,70.400
2019.195,70.700
2019.197,70.800
2019.200,70.100
2019.203,69.600
2019.206,69.500
2019.208,69.300
2019.211,70.000
2019.214,69.700
2019.216,76.800
2019.219,80.100
2019.222,82.400
2019.225,79.400
2019.227,75.400
2019.230,71.200
2019.233,69.000
2019.236,68.900
2019.238,68.400
2019.241,68.800
2019.244,69.400
2019.247,69.500
2019.249,69.300
2019.252,70.800
2019.255,70.600
2019.258,70.300
2019.260,71.700
2019.263,73.600
2019.266,76.500
2019.269,78.600
2019.271,79.000
2019.274,78.100
2019.277,78.500
2019.280,77.300
2019.282,77.900
2019.285,75.400
2019.288,75.400
2019.290,74.200
2019.293,76.100
2019.296,74.600
2019.299,72.700
2019.301,69.900
2019.304,69.300
2019.307,69.400
2019.310,68.800
2019.312,69.300
2019.315,67.500
2019.318,67.200
2019.321,66.900
2019.323,67.900
2019.326,66.900
2019.329,68.500
2019.332,67.600
2019.334,69.200
2019.337,69.800
2019.340,72.300
2019.343,73.500
2019.345,76.000
2019.348,78.700
2019.351,75.300
2019.353,76.200
2019.356,76.300
2019.359,78.000
2019.362,76.000
2019.364,74.700
2019.367,74.400
2019.370,74.000
2019.373,73.600
2019.375,72.100
2019.378,70.600
2019.381,68.000
2019.384,68.700
2019.386,68.000
2019.389,67.300
2019.392,66.500
2019.395,66.400
2019.397,67.000
2019.400,68.000
2019.403,67.500
2019.406,68.100
2019.408,68.200
2019.411,68.700
2019.414,68.700
2019.416,69.700
2019.419,69.900
2019.422,69.800
2019.425,70.000
2019.427,69.800
2019.430,68.900
2019.433,68.900
2019.436,68.400
2019.438,68.400
2019.441,68.900
2019.444,69.700
2019.447,69.500
2019.449,67.500
2019.452,68.000
2019.455,66.700
2019.458,65.900
2019.460,66.300
2019.463,67.000
2019.466,68.000
2019.469,67.700
2019.471,66.500
2019.474,66.400
2019.477,67.200
2019.480,67.900
2019.482,67.900
2019.485,68.000
2019.488,67.000
2019.490,68.100
2019.493,67.600
2019.496,67.400
2019.499,68.200
2019.501,67.300
2019.504,66.900
2019.507,67.600
2019.510,66.800
2019.512,66.500
2019.515,67.300
2019.518,66.500
2019.521,67.500
2019.523,67.800
2019.526,67.100
2019.529,66.800
2019.532,66.000
2019.534,67.200
2019.537,67.100
2019.540,67.200
2019.543,67.800
2019.545,67.000
2019.548,66.700
2019.551,67.000
2019.553,67.700
2019.556,67.300
2019.559,67.400
2019.562,67.800
2019.564,68.200
2019.567,67.600
2019.570,66.700
2019.573,67.100
2019.575,66.100
2019.578,66.200
2019.581,66.900
2019.584,66.800
2019.586,66.900
2019.589,65.700
2019.592,66.900
2019.595,68.100
2019.597,68.100
2019.600,68.000
2019.603,68.600
2019.606,67.200
2019.608,67.200
2019.611,67.600
2019.614,67.200
2019.616,66.800
2019.619,67.400
2019.622,67.600
2019.625,67.500
2019.627,68.000
2019.630,67.500
2019.633,67.700
2019.636,67.300
2019.638,66.800
2019.641,65.700
2019.644,66.500
2019.647,66.300
2019.649,66.000
2019.652,65.800
2019.655,66.100
2019.658,65.900
2019.660,65.900
2019.663,66.500
2019.666,66.400
2019.669,67.100
2019.671,68.800
2019.674,68.600
2019.677,68.600
2019.680,68.300
2019.682,68.900
2019.685,73.900
2019.688,67.500
2019.690,68.800
2019.693,70.000
2019.696,68.100
2019.699,69.400
2019.701,68.300
2019.704,68.600
2019.707,67.700
2019.710,68.700
2019.712,67.500
2019.715,66.300
2019.718,67.100
2019.721,67.200
2019.723,67.700
2019.726,68.300
2019.729,66.100
2019.732,67.100
2019.734,67.500
2019.737,67.100
2019.740,66.400
2019.743,67.300
2019.745,67.400
2019.748,67.900
2019.751,68.700
2019.753,68.300
2019.756,68.200
2019.759,68.100
2019.762,67.800
2019.764,67.400
2019.767,67.700
2019.770,67.100
2019.773,68.100
2019.775,67.500
2019.778,68.500
2019.781,68.300
2019.784,67.200
2019.786,66.200
2019.789,67.200
2019.792,66.300
2019.795,66.100
2019.797,66.100
2019.800,66.000
2019.803,65.000
2019.806,64.000
2019.808,65.600
2019.811,64.500
2019.814,65.000
2019.816,68.600
2019.819,68.600
2019.822,68.800
2019.825,69.400
2019.827,69.200
2019.830,69.700
2019.833,71.200
2019.836,70.700
2019.838,70.700
2019.841,69.400
2019.844,70.800
2019.847,70.400
2019.849,69.300
2019.852,69.800
2019.855,70.200
2019.858,69.600
2019.860,70.800
2019.863,69.500
2019.866,70.800
2019.869,71.100
2019.871,69.900
2019.874,70.000
2019.877,69.700
2019.880,70.100
2019.882,70.400
2019.885,69.200
2019.888,70.200
2019.890,70.800
2019.893,69.600
2019.896,70.200
2019.899,70.600
2019.901,69.500
2019.904,70.400
2019.907,71.500
2019.910,70.200
2019.912,69.800
2019.915,70.400
2019.918,71.200
2019.921,70.400
2019.923,69.900
2019.926,69.600
2019.929,70.700
2019.932,70.300
2019.934,70.200
2019.937,71.600
2019.940,70.700
2019.943,70.600
2019.945,70.700
2019.948,70.500
2019.951,68.900
2019.953,70.300
2019.956,71.000
2019.959,70.000
2019.962,70.500
2019.964,70.200
2019.967,69.900
2019.970,70.000
2019.973,70.600
2019.975,71.000
2019.978,72.600
2019.981,72.700
2019.984,72.100
2019.986,72.100
2019.989,72.400
2019.992,72.200
2019.995,72.000
2019.997,70.900
2020.000,70.500
2020.003,71.800
2020.006,71.900
2020.008,71.200
2020.011,72.200
2020.014,71.800
2020.016,70.500
2020.019,71.600
2020.022,73.700
2020.025,74.400
2020.027,72.800
2020.030,73.500
2020.033,71.900
2020.036,71.500
2020.038,71.900
2020.041,71.200
2020.044,71.800
2020.047,70.100
2020.049,71.300
2020.052,71.800
2020.055,71.200
2020.058,70.500
2020.060,71.900
2020.063,70.800
2020.066,71.000
2020.069,72.700
2020.071,74.700
2020.074,72.900
2020.077,74.200
2020.080,74.300
2020.082,74.100
2020.085,73.900
2020.088,72.500
2020.090,72.200
2020.093,72.100
2020.096,70.300
2020.099,70.600
2020.101,71.300
2020.104,70.800
2020.107,72.000
2020.110,70.600
2020.112,70.200
2020.115,71.100
2020.118,71.600
2020.121,71.200
2020.123,71.300
2020.126,70.600
2020.129,70.500
2020.132,70.700
2020.134,71.000
2020.137,71.000
2020.140,70.800
2020.143,71.200
2020.145,72.300
2020.148,70.200
2020.151,70.100
2020.153,70.600
2020.156,70.100
2020.159,70.900
2020.162,70.600
2020.164,70.100
2020.167,69.300
2020.170,69.300
2020.173,70.000
2020.175,69.800
2020.178,69.500
2020.181,70.000
2020.184,69.900
2020.186,70.200
2020.189,70.800
2020.192,70.800
2020.195,70.500
2020.197,69.900
2020.200,68.800
2020.203,68.100
2020.206,70.200
2020.208,69.800
2020.211,71.600
2020.214,72.000
2020.216,72.100
2020.219,71.700
2020.222,70.800
2020.225,70.200
2020.227,70.400
2020.230,71.200
2020.233,71.200
2020.236,70.200
2020.238,69.400
2020.241,69.200
2020.244,68.800
2020.247,69.300
2020.249,69.900
2020.252,69.200
2020.255,69.800
2020.258,69.900
2020.260,70.100
2020.263,71.200
2020.266,69.900
2020.269,69.900
2020.271,70.400
2020.274,70.300
2020.277,69.200
2020.280,70.600
2020.282,70.800
2020.285,70.300
2020.288,68.900
2020.290,68.400
2020.293,68.500
2020.296,67.900
2020.299,69.800
2020.301,68.600
2020.304,68.200
2020.307,69.100
2020.310,70.700
2020.312,68.700
2020.315,69.700
2020.318,68.900
2020.321,69.200
2020.323,69.000
2020.326,69.000
2020.329,69.900
2020.332,69.800
2020.334,70.200
2020.337,69.200
2020.340,68.700
2020.343,69.300
2020.345,69.300
2020.348,69.800
2020.351,68.700
2020.353,67.900
2020.356,71.000
2020.359,67.900
2020.362,66.200
2020.364,68.900
2020.367,68.800
2020.370,67.600
2020.370,67.200
2020.373,67.800
2020.375,69.400
2020.378,69.600
2020.381,70.200
2020.384,68.700
2020.386,69.600
2020.389,70.200
2020.392,70.800
2020.395,69.100
2020.397,68.800
2020.400,70.300
2020.403,69.700
2020.406,68.000
2020.408,67.500
2020.411,69.500
2020.411,69.600
2020.414,70.000
2020.416,70.800
2020.419,69.200
2020.422,70.400
2020.425,70.000
2020.427,70.100
2020.430,71.100
2020.433,71.600
2020.436,71.600
2020.438,71.000
2020.441,72.400
2020.444,71.000
2020.447,71.500
2020.449,70.500
2020.452,69.400
2020.455,70.200
2020.458,70.400
2020.460,69.300
2020.463,68.800
2020.466,67.900
2020.469,68.800
2020.471,67.800
2020.474,67.600
2020.477,67.600
2020.480,67.100
2020.482,66.900
2020.485,68.900
2020.488,67.800
2020.490,68.900
2020.493,69.200
2020.496,68.700
2020.499,68.100
2020.501,68.900
2020.504,68.000
2020.507,69.300
2020.510,69.500
2020.512,69.400
2020.515,68.500
2020.518,67.700
2020.521,67.200
2020.523,68.700
2020.526,68.800
2020.529,68.700
2020.532,67.600
2020.534,68.200
2020.537,68.900
2020.540,68.400
2020.543,68.700
2020.545,69.000
2020.548,67.800
2020.551,68.900
2020.553,69.300
2020.556,69.800
2020.559,70.000
2020.562,70.300
2020.564,69.500
2020.567,70.400
2020.570,71.400
2020.573,71.400
2020.575,71.800
2020.578,72.600
2020.581,73.300
2020.584,72.300
2020.586,72.000
2020.589,72.700
2020.592,72.700
2020.595,73.000
2020.597,73.400
2020.600,73.100
2020.603,74.000
2020.606,74.700
2020.608,73.900
2020.611,74.200
2020.614,73.500
2020.616,73.100
2020.619,72.300
2020.622,70.800
2020.625,70.600
2020.627,70.900
2020.630,70.800
2020.633,71.300
2020.636,70.500
2020.638,69.900
2020.641,70.900
2020.644,70.000
2020.647,70.600
2020.649,70.300
2020.652,70.600
2020.655,70.400
2020.658,70.000
2020.660,70.100
2020.663,70.200
2020.666,70.000
2020.669,69.200
2020.671,69.500
2020.674,68.300
2020.677,70.000
2020.680,69.700
2020.682,69.200
2020.685,69.500
2020.688,70.200
2020.690,69.900
2020.693,69.700
2020.696,69.300
2020.699,68.700
2020.701,69.300
2020.704,69.800
2020.707,68.900
2020.710,68.800
2020.712,69.500
2020.715,69.700
2020.718,69.900
2020.721,70.600
2020.723,70.200
2020.726,71.300
2020.729,72.400
2020.732,73.300
2020.734,73.600
2020.737,73.400
2020.740,72.600
2020.743,74.100
2020.745,73.900
2020.748,72.800
2020.751,73.300
2020.753,72.800
2020.756,72.200
2020.759,71.800
2020.762,71.200
2020.764,72.300
2020.767,71.700
2020.770,70.700
2020.773,71.600
2020.775,73.100
2020.778,73.600
2020.781,72.900
2020.784,73.800
2020.786,72.300
2020.789,74.500
2020.792,73.800
2020.795,75.300
2020.797,73.100
2020.800,75.900
2020.803,74.800
2020.806,74.700
2020.808,73.700
2020.811,74.900
2020.816,72.100
2020.819,74.200
2020.822,75.000
2020.825,82.400
2020.827,87.600
2020.830,84.600
2020.833,79.600
2020.836,76.800
2020.838,77.300
2020.841,81.600
2020.844,82.900
2020.847,88.100
2020.849,90.700
2020.852,93.800
2020.855,90.600
2020.858,90.000
2020.860,90.000
2020.863,86.800
2020.866,88.100
2020.869,85.100
2020.871,81.900
2020.874,80.200
2020.877,78.700
2020.880,76.600
2020.882,79.100
2020.885,77.300
2020.888,76.700
2020.890,81.700
2020.893,85.000
2020.896,87.700
2020.899,95.500
2020.901,100.400
2020.904,103.700
2020.907,105.800
2020.910,106.300
2020.912,109.600
2020.915,116.300
2020.918,109.400
2020.921,104.100
2020.923,104.900
2020.926,102.900
2020.929,95.800
2020.932,99.900
2020.934,90.900
2020.937,89.500
2020.940,82.400
2020.943,82.100
2020.945,81.500
2020.948,83.300
2020.951,81.800
2020.953,80.600
2020.956,83.000
2020.959,82.900
2020.962,81.900
2020.970,81.700
2020.973,83.800
2020.975,79.600
2020.978,85.800
2020.981,86.400
2020.984,87.400
2020.986,87.700
2020.989,87.900
2020.992,87.800
2020.995,87.200
2020.997,84.200
2021.000,82.800
2021.003,81.200
2021.003,80.400
2021.006,81.500
2021.008,80.400
2021.011,77.600
2021.014,75.100
2021.016,74.100
2021.019,74.600
2021.022,75.200
2021.025,74.200
2021.027,73.100
2021.030,73.200
2021.033,72.800
2021.036,73.200
2021.038,73.600
2021.041,73.400
2021.044,77.700
2021.047,77.200
2021.049,75.300
2021.052,78.100
2021.055,77.200
2021.058,77.600
2021.060,78.200
2021.063,77.900
2021.066,77.600
2021.069,77.100
2021.071,75.700
2021.074,76.300
2021.077,75.600
2021.080,75.500
2021.082,73.700
2021.085,73.400
2021.088,73.000
2021.090,72.300
2021.093,73.300
2021.096,73.300
2021.099,73.100
2021.101,73.000
2021.104,72.800
2021.107,73.300
2021.110,72.900
2021.112,72.900
2021.115,72.400
2021.118,73.500
2021.121,71.300
2021.123,71.400
2021.126,69.600
2021.129,70.700
2021.132,71.600
2021.134,72.200
2021.137,71.600
2021.140,73.300
2021.143,72.500
2021.145,74.800
2021.148,75.800
2021.151,79.200
2021.153,78.700
2021.156,79.600
2021.159,77.900
2021.162,77.200
2021.164,74.100
2021.167,74.700
2021.167,75.600
2021.170,75.700
2021.173,75.400
2021.175,75.100
2021.178,75.600
2021.181,77.500
2021.184,79.900
2021.186,76.500
2021.189,76.300
2021.192,75.600
2021.195,75.600
2021.197,75.900
2021.200,75.100
2021.203,73.900
2021.206,73.700
2021.208,72.800
2021.211,73.200
2021.214,73.100
2021.216,74.700
2021.219,75.200
2021.222,76.600
2021.225,76.900
2021.227,75.800
2021.230,75.200
2021.233,75.100
2021.236,75.100
2021.238,73.900
2021.241,73.400
2021.244,74.600
2021.247,72.500
2021.249,77.900
2021.252,71.400
2021.255,72.200
2021.258,72.000
2021.260,71.700
2021.263,71.200
2021.266,70.500
2021.269,70.300
2021.271,70.500
2021.274,70.500
2021.277,71.900
2021.280,74.200
2021.282,73.200
2021.285,73.900
2021.288,75.500
2021.290,74.600
2021.293,75.300
2021.296,75.800
2021.299,80.400
2021.301,82.900
2021.304,76.900
2021.307,77.800
2021.310,75.300
2021.312,76.800
2021.315,77.700
2021.318,78.200
2021.321,78.400
2021.323,76.800
2021.326,76.900
2021.329,72.900
2021.332,71.600
2021.334,72.000
2021.337,71.600
2021.340,70.600
2021.343,69.500
2021.345,70.800
2021.348,74.500
2021.351,75.900
2021.356,76.500
2021.359,76.100
2021.362,74.700
2021.364,74.700
2021.367,70.900
2021.370,73.300
2021.373,73.200
2021.375,74.800
2021.378,76.400
2021.381,75.900
2021.384,72.300
2021.386,73.700
2021.389,75.600
2021.392,79.000
2021.395,72.700
2021.397,83.500
2021.400,88.000
2021.403,83.300
2021.406,77.400
2021.408,76.000
2021.411,74.400
2021.414,81.700
2021.416,75.200
2021.419,76.300
2021.422,75.500
2021.425,77.100
2021.427,74.400
2021.430,77.400
2021.433,80.800
2021.436,79.900
2021.438,78.600
2021.441,73.300
2021.444,77.300
2021.447,77.600
2021.449,68.900
2021.452,76.800
2021.455,75.500
2021.460,85.000
2021.463,77.000
2021.466,77.100
2021.469,76.400
2021.471,79.100
2021.474,80.800
2021.477,79.700
2021.480,80.600
2021.482,83.400
2021.485,82.400
2021.488,87.000
2021.490,88.600
2021.493,92.500
2021.496,94.100
2021.499,94.100
2021.501,94.900
2021.504,93.700
2021.507,91.100
2021.510,89.400
2021.512,83.200
2021.515,76.000
2021.518,73.400
2021.521,73.800
2021.523,74.000
2021.526,73.600
2021.529,71.600
2021.532,72.000
2021.534,72.100
2021.537,73.500
2021.540,75.000
2021.543,77.400
2021.545,80.400
2021.548,82.600
2021.551,87.000
2021.553,93.500
2021.556,89.000
2021.559,87.400
2021.562,83.900
2021.564,81.600
2021.567,80.800
2021.570,79.600
2021.573,78.800
2021.575,75.800
2021.578,75.500
2021.581,75.900
2021.584,74.900
2021.586,74.600
2021.589,75.900
2021.592,70.800
2021.595,74.300
2021.597,74.400
2021.600,73.700
2021.603,73.500
2021.606,73.000
2021.608,73.300
2021.611,73.800
2021.614,73.600
2021.616,72.900
2021.619,72.600
2021.622,74.600
2021.625,74.400
2021.627,73.100
2021.630,75.300
2021.633,74.900
2021.636,77.700
2021.638,77.100
2021.641,77.100
2021.644,78.100
2021.647,80.900
2021.649,83.600
2021.652,88.600
2021.655,89.500
2021.658,89.900
2021.660,88.700
2021.663,90.600
2021.666,84.400
2021.669,84.200
2021.671,85.800
2021.674,83.800
2021.677,86.500
2021.680,93.300
2021.682,99.500
2021.685,101.200
2021.688,100.400
2021.690,99.700
2021.693,96.300
2021.696,91.800
2021.699,87.700
2021.701,83.300
2021.704,78.100
2021.707,75.200
2021.710,73.200
2021.712,73.400
2021.715,73.700
2021.718,75.000
2021.721,80.000
2021.723,84.900
2021.726,88.500
2021.729,89.700
2021.732,88.400
2021.734,88.400
2021.737,86.300
2021.740,85.300
2021.743,88.900
2021.745,101.600
2021.748,94.600
2021.751,90.500
2021.753,87.000
2021.756,86.000
2021.759,83.500
2021.762,81.700
2021.764,84.800
2021.767,85.700
2021.770,92.400
2021.773,81.000
2021.775,84.500
2021.778,88.500
2021.781,83.500
2021.784,83.500
2021.786,84.000
2021.789,81.700
2021.792,80.400
2021.795,77.600
2021.797,76.800
2021.800,78.800
2021.803,77.900
2021.806,82.400
2021.808,85.700
2021.811,90.100
2021.814,93.800
2021.816,101.800
2021.819,110.800
2021.822,112.200
2021.825,112.700
2021.827,108.000
2021.830,110.400
2021.833,101.700
2021.836,97.600
2021.838,96.000
2021.841,92.400
2021.844,92.400
2021.847,91.200
2021.849,87.000
2021.852,89.900
